VALUE,BPS_CODE,BPS_NAME,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,R,G,B,RED,GREEN,BLUE
2004,13180,Southern and Central Appalachian Cove Forest,12,10,78,138,177,255,0.541176,0.694118,1
2005,13210,South-Central Interior Mesophytic Forest,8,13,79,71,135,148,0.278431,0.529412,0.580392
2006,13520,Southern Appalachian Montane Pine Forest and Woodland,6,5,89,117,71,197,0.458824,0.278431,0.772549
2007,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
2008,13630,Central Interior Highlands Dry Acidic Glade and Barrens,15,27,58,229,38,0,0.898039,0.14902,0
2009,13700,Appalachian (Hemlock-)Northern Hardwood Forest,51,49,-9999,214,255,145,0.839216,1,0.568627
2010,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,4,6,90,222,153,122,0.870588,0.6,0.478431
2011,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2012,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
2013,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
2014,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
2015,13040,Ozark-Ouachita Dry-Mesic Oak Forest,6,17,77,115,115,0,0.45098,0.45098,0
2016,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,12,7,81,184,156,33,0.721569,0.611765,0.129412
2017,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,17,27,56,176,163,222,0.690196,0.639216,0.870588
2018,13110,North-Central Interior Dry Oak Forest and Woodland,7,6,87,179,207,143,0.701961,0.811765,0.560784
2019,13130,North-Central Interior Beech-Maple Forest,45,-9999,55,0,156,44,0,0.611765,0.172549
2020,13140,North-Central Interior Maple-Basswood Forest,45,-9999,55,237,161,102,0.929412,0.631373,0.4
2021,13210,South-Central Interior Mesophytic Forest,32,28,40,71,135,148,0.278431,0.529412,0.580392
2022,13260,South-Central Interior/Upper Coastal Plain Flatwoods,8,31,61,156,237,38,0.611765,0.929412,0.14902
2023,13640,Ozark-Ouachita Dry Oak Woodland,13,5,82,97,69,0,0.380392,0.270588,0
2024,13940,North-Central Interior Oak Savanna,1,3,96,230,213,138,0.901961,0.835294,0.541176
2025,13950,North-Central Oak Barrens,1,2,97,255,235,176,1,0.921569,0.690196
2026,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2027,14110,Great Lakes Wet-Mesic Lakeplain Prairie,100,-9999,-9999,235,255,0,0.921569,1,0
2028,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,96,-9999,4,214,0,157,0.839216,0,0.615686
2029,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
2030,14570,South-Central Interior/Upper Coastal Plain Wet Flatwoods,11,9,80,186,237,38,0.729412,0.929412,0.14902
2031,14660,Great Lakes Wooded Dune and Swale,17,83,-9999,181,0,0,0.709804,0,0
2032,14690,Eastern Great Plains Floodplain Systems,10,63,27,75,170,190,0.294118,0.666667,0.745098
2033,14710,Central Interior and Appalachian Floodplain Systems,-9999,14,86,0,191,176,0,0.74902,0.690196
2034,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
2035,15170,Paleozoic Plateau Bluff and Talus,79,9,12,106,117,0,0.415686,0.458824,0
2036,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
2037,13040,Ozark-Ouachita Dry-Mesic Oak Forest,6,17,77,115,115,0,0.45098,0.45098,0
2038,13080,Crosstimbers Oak Forest and Woodland,3,5,92,137,90,68,0.537255,0.352941,0.266667
2039,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,19,49,32,176,163,222,0.690196,0.639216,0.870588
2040,13110,North-Central Interior Dry Oak Forest and Woodland,7,8,85,179,207,143,0.701961,0.811765,0.560784
2041,13140,North-Central Interior Maple-Basswood Forest,46,-9999,54,237,161,102,0.929412,0.631373,0.4
2042,13340,Ozark-Ouachita Mesic Hardwood Forest,6,18,76,0,135,74,0,0.529412,0.290196
2043,13950,North-Central Oak Barrens,1,2,97,255,235,176,1,0.921569,0.690196
2044,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2045,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,96,-9999,4,214,0,157,0.839216,0,0.615686
2046,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
2047,14230,Southeastern Great Plains Tallgrass Prairie,97,2,1,135,75,120,0.529412,0.294118,0.470588
2048,14690,Eastern Great Plains Floodplain Systems,9,63,28,75,170,190,0.294118,0.666667,0.745098
2049,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,0,191,176,0,0.74902,0.690196
2050,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,100,-9999,-9999,148,20,51,0.580392,0.078431,0.2
2051,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
2052,10130,Western Great Plains Dry Bur Oak Forest and Woodland,6,38,56,220,0,0,0.862745,0,0
2053,10940,Western Great Plains Sandhill Steppe,100,-9999,-9999,169,0,230,0.662745,0,0.901961
2054,11320,Central Mixedgrass Prairie,95,-9999,5,112,168,112,0.439216,0.658824,0.439216
2055,11480,Western Great Plains Sand Prairie,28,36,36,245,218,169,0.960784,0.854902,0.662745
2056,11490,Western Great Plains Shortgrass Prairie,100,-9999,-9999,205,205,102,0.803922,0.803922,0.4
2057,11500,Western Great Plains Tallgrass Prairie,98,-9999,2,245,245,150,0.960784,0.960784,0.588235
2058,11620,Western Great Plains Floodplain Systems,21,54,25,102,153,205,0.4,0.6,0.803922
2059,13080,Crosstimbers Oak Forest and Woodland,3,5,92,137,90,68,0.537255,0.352941,0.266667
2060,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,19,49,32,176,163,222,0.690196,0.639216,0.870588
2061,13140,North-Central Interior Maple-Basswood Forest,46,-9999,54,237,161,102,0.929412,0.631373,0.4
2062,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
2063,14230,Southeastern Great Plains Tallgrass Prairie,96,3,1,135,75,120,0.529412,0.294118,0.470588
2064,14690,Eastern Great Plains Floodplain Systems,10,63,27,75,170,190,0.294118,0.666667,0.745098
2065,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,100,-9999,-9999,148,20,51,0.580392,0.078431,0.2
2066,14950,Western Great Plains Depressional Wetland Systems,100,-9999,-9999,104,0,156,0.407843,0,0.611765
2067,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,77,3,20,184,156,33,0.721569,0.611765,0.129412
2068,13060,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,2,10,88,217,148,171,0.85098,0.580392,0.670588
2069,13070,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,2,9,89,222,205,149,0.870588,0.803922,0.584314
2070,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,6,6,88,176,163,222,0.690196,0.639216,0.870588
2071,13130,North-Central Interior Beech-Maple Forest,45,-9999,55,0,156,44,0,0.611765,0.172549
2072,13210,South-Central Interior Mesophytic Forest,8,13,79,71,135,148,0.278431,0.529412,0.580392
2073,13250,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,9,22,69,168,124,35,0.658824,0.486275,0.137255
2074,13260,South-Central Interior/Upper Coastal Plain Flatwoods,3,3,94,156,237,38,0.611765,0.929412,0.14902
2075,13270,East Gulf Coastal Plain Northern Loess Bluff Forest,21,24,55,232,161,212,0.909804,0.631373,0.831373
2076,13530,Southern Appalachian Low-Elevation Pine Forest,2,1,97,255,200,97,1,0.784314,0.380392
2077,13570,Southern Coastal Plain Mesic Slope Forest,9,22,69,191,151,71,0.74902,0.592157,0.278431
2078,13630,Central Interior Highlands Dry Acidic Glade and Barrens,15,27,58,229,38,0,0.898039,0.14902,0
2079,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2080,14130,Bluegrass Savanna and Woodland,34,21,45,199,227,148,0.780392,0.890196,0.580392
2081,14180,Pennyroyal Karst Plain Prairie and Barrens,91,2,7,232,227,138,0.909804,0.890196,0.541176
2082,14270,East Gulf Coastal Plain Jackson Plain Prairie and Barrens,33,17,50,252,245,171,0.988235,0.960784,0.670588
2083,14570,South-Central Interior/Upper Coastal Plain Wet Flatwoods,4,7,89,186,237,38,0.729412,0.929412,0.14902
2084,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
2085,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
2086,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,46,-9999,54,102,119,205,0.4,0.466667,0.803922
2087,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
2088,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
2089,14800,Gulf and Atlantic Coastal Plain Swamp Systems,-9999,-9999,100,102,212,179,0.4,0.831373,0.701961
2090,15090,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,10,41,49,0,107,82,0,0.419608,0.321569
2091,15180,North-Central Interior Wet Flatwoods,100,-9999,-9999,211,237,38,0.827451,0.929412,0.14902
2092,13050,Southern Interior Low Plateau Dry-Mesic Oak Forest,77,3,20,184,156,33,0.721569,0.611765,0.129412
2093,13060,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,2,10,88,217,148,171,0.85098,0.580392,0.670588
2094,13070,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest,2,9,89,222,205,149,0.870588,0.803922,0.584314
2095,13150,Southern Appalachian Oak Forest,2,10,88,181,227,194,0.709804,0.890196,0.760784
2096,13170,Allegheny-Cumberland Dry Oak Forest and Woodland,6,1,93,186,184,148,0.729412,0.721569,0.580392
2097,13180,Southern and Central Appalachian Cove Forest,12,10,78,138,177,255,0.541176,0.694118,1
2098,13200,Central and Southern Appalachian Montane Oak Forest,14,22,64,180,130,180,0.705882,0.509804,0.705882
2099,13210,South-Central Interior Mesophytic Forest,8,13,79,71,135,148,0.278431,0.529412,0.580392
2100,13250,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,9,22,69,168,124,35,0.658824,0.486275,0.137255
2101,13300,Southern Coastal Plain Dry Upland Hardwood Forest,4,7,89,245,231,186,0.960784,0.905882,0.729412
2102,13490,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,3,1,96,152,176,0,0.596078,0.690196,0
2103,13510,Southeastern Interior Longleaf Pine Woodland,1,1,98,143,161,26,0.560784,0.631373,0.101961
2104,13530,Southern Appalachian Low-Elevation Pine Forest,5,11,84,255,200,97,1,0.784314,0.380392
2105,13680,Southern Piedmont Dry Oak(-Pine) Forest,2,2,96,211,186,255,0.827451,0.729412,1
2106,13760,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,4,6,90,222,153,122,0.870588,0.6,0.478431
2107,13970,Nashville Basin Limestone Glade and Woodland,9,27,64,242,242,82,0.94902,0.94902,0.321569
2108,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2109,14080,Alabama Ketona Glade and Woodland,18,21,61,242,245,41,0.94902,0.960784,0.160784
2110,14160,Western Highland Rim Prairie and Barrens,21,33,46,242,237,168,0.94902,0.929412,0.658824
2111,14170,Eastern Highland Rim Prairie and Barrens,33,17,50,252,252,186,0.988235,0.988235,0.729412
2112,14570,South-Central Interior/Upper Coastal Plain Wet Flatwoods,4,7,89,186,237,38,0.729412,0.929412,0.14902
2113,14710,Central Interior and Appalachian Floodplain Systems,13,21,66,0,191,176,0,0.74902,0.690196
2114,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
2115,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,14,34,52,171,185,235,0.670588,0.72549,0.921569
2116,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
2117,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,19,49,32,176,163,222,0.690196,0.639216,0.870588
2118,13110,North-Central Interior Dry Oak Forest and Woodland,7,8,85,179,207,143,0.701961,0.811765,0.560784
2119,13140,North-Central Interior Maple-Basswood Forest,46,-9999,54,237,161,102,0.929412,0.631373,0.4
2120,13850,Western Great Plains Wooded Draw and Ravine,36,50,14,168,168,0,0.658824,0.658824,0
2121,13940,North-Central Interior Oak Savanna,1,3,96,230,213,138,0.901961,0.835294,0.541176
2122,13950,North-Central Oak Barrens,1,2,97,255,235,176,1,0.921569,0.690196
2123,14120,North-Central Interior Sand and Gravel Tallgrass Prairie,96,-9999,4,214,0,157,0.839216,0,0.615686
2124,14200,Northern Tallgrass Prairie,100,-9999,-9999,184,132,29,0.721569,0.517647,0.113725
2125,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
2126,14690,Eastern Great Plains Floodplain Systems,10,63,27,75,170,190,0.294118,0.666667,0.745098
2127,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,0,191,176,0,0.74902,0.690196
2128,14790,Central Interior and Appalachian Swamp Systems,100,-9999,-9999,207,61,255,0.811765,0.239216,1
2129,14880,Eastern Great Plains Wet Meadow-Prairie-Marsh,100,-9999,-9999,148,20,51,0.580392,0.078431,0.2
2130,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,240,150,20,0.941176,0.588235,0.078431
2131,15170,Paleozoic Plateau Bluff and Talus,79,9,12,106,117,0,0.415686,0.458824,0
2132,13040,Ozark-Ouachita Dry-Mesic Oak Forest,6,17,77,115,115,0,0.45098,0.45098,0
2133,13080,Crosstimbers Oak Forest and Woodland,3,5,92,137,90,68,0.537255,0.352941,0.266667
2134,13100,North-Central Interior Dry-Mesic Oak Forest and Woodland,20,48,32,176,163,222,0.690196,0.639216,0.870588
2135,13110,North-Central Interior Dry Oak Forest and Woodland,13,14,73,179,207,143,0.701961,0.811765,0.560784
2136,13120,Ouachita Montane Oak Forest,13,6,81,0,38,115,0,0.14902,0.45098
2137,13140,North-Central Interior Maple-Basswood Forest,46,-9999,54,237,161,102,0.929412,0.631373,0.4
2138,13230,West Gulf Coastal Plain Mesic Hardwood Forest,7,19,74,181,158,143,0.709804,0.619608,0.560784
2139,13340,Ozark-Ouachita Mesic Hardwood Forest,6,18,76,0,135,74,0,0.529412,0.290196
2140,13640,Ozark-Ouachita Dry Oak Woodland,13,5,82,97,69,0,0.380392,0.270588,0
2141,13670,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,1,5,94,196,164,100,0.768627,0.643137,0.392157
2142,13710,West Gulf Coastal Plain Pine-Hardwood Forest,4,9,87,100,168,0,0.392157,0.658824,0
2143,13780,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,3,1,96,209,217,0,0.819608,0.85098,0
2144,13940,North-Central Interior Oak Savanna,1,3,96,230,213,138,0.901961,0.835294,0.541176
2145,14010,Central Interior Highlands Calcareous Glade and Barrens,18,21,61,255,235,20,1,0.921569,0.078431
2146,14151,Arkansas Valley Prairie and Woodland-Prairie,82,1,17,255,120,187,1,0.470588,0.733333
2147,14152,Arkansas Valley Prairie and Woodland-Woodland,3,14,83,204,138,179,0.8,0.541176,0.701961
2148,14210,Central Tallgrass Prairie,100,-9999,-9999,232,255,196,0.909804,1,0.768627
2149,14230,Southeastern Great Plains Tallgrass Prairie,97,2,1,135,75,120,0.529412,0.294118,0.470588
2150,14280,West Gulf Coastal Plain Northern Calcareous Prairie,1,52,47,255,0,110,1,0,0.431373
2151,14580,West Gulf Coastal Plain Pine-Hardwood Flatwoods,3,4,93,99,235,97,0.388235,0.921569,0.380392
2152,14710,Central Interior and Appalachian Floodplain Systems,-9999,-9999,-9999,0,191,176,0,0.74902,0.690196
2153,14712,Central Interior and Appalachian Floodplain Systems-Large Floodplains,41,-9999,59,48,237,56,0.188235,0.929412,0.219608
2154,14720,Central Interior and Appalachian Riparian Systems,17,-9999,83,36,255,20,0.141176,1,0.078431
2155,14730,Gulf and Atlantic Coastal Plain Floodplain Systems,10,15,75,102,119,205,0.4,0.466667,0.803922
2156,14740,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,8,26,66,171,185,235,0.670588,0.72549,0.921569
2157,14800,Gulf and Atlantic Coastal Plain Swamp Systems,40,-9999,60,102,212,179,0.4,0.831373,0.701961
2158,14930,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,100,-9999,-9999,240,150,20,0.941176,0.588235,0.078431
2159,15060,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,9,21,70,38,115,0,0.14902,0.45098,0
2160,15070,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,2,1,97,68,137,112,0.266667,0.537255,0.439216
2596,18040,Hawaii Freshwater Marsh,-9999,-9999,-9999,158,30,239,0.619608,0.117647,0.937255
2597,18060,Hawaii Bog,-9999,-9999,-9999,255,0,255,1,0,1
2598,18080,Hawaii Lowland Rainforest,-9999,100,-9999,0,99,0,0,0.388235,0
2599,18090,Hawaii Montane Cloud Forest,-9999,-9999,-9999,0,119,0,0,0.466667,0
2600,18100,Hawaii Montane Rainforest,48,52,NA,0,142,0,0,0.556863,0
2601,18110,Hawaii Wet Cliff and Ridge Crest Shrubland,-9999,-9999,-9999,165,40,40,0.647059,0.156863,0.156863
2602,18130,Hawaii Lowland Dry Forest,26,74,NA,0,188,0,0,0.737255,0
2603,18140,Hawaii Lowland Mesic Forest,-9999,100,-9999,0,209,0,0,0.819608,0
2604,18151,Hawaii Montane-Subalpine Dry Forest and Woodland-Lava,13,87,NA,0,232,0,0,0.909804,0
2605,18160,Hawaii Montane-Subalpine Mesic Forest,-9999,100,-9999,0,255,0,0,1,0
2606,18170,Hawaii Lowland Dry Shrubland,15,-9999,85,170,63,58,0.666667,0.247059,0.227451
2607,18180,Hawaii Lowland Mesic Shrubland,-9999,100,-9999,181,89,73,0.709804,0.34902,0.286275
2608,18190,Hawaii Lowland Dry Grassland,-9999,-9999,100,255,214,0,1,0.839216,0
2609,18200,Hawaii Lowland Mesic Grassland,-9999,-9999,100,255,226,0,1,0.886275,0
2610,18210,Hawaii Montane-Subalpine Dry Shrubland,-9999,-9999,-9999,186,112,91,0.729412,0.439216,0.356863
2611,18220,Hawaii Montane-Subalpine Dry Grassland,-9999,-9999,100,255,242,0,1,0.94902,0
2612,18230,Hawaii Montane-Subalpine Mesic Grassland,-9999,-9999,100,255,255,0,1,1,0
2613,18240,Hawaii Alpine Dwarf-Shrubland,-9999,-9999,-9999,193,135,107,0.756863,0.529412,0.419608
2614,18250,Hawaii Dry Cliff,-9999,100,-9999,201,158,119,0.788235,0.619608,0.466667
2615,18260,Hawaii Dry Coastal Strand,-9999,-9999,-9999,175,224,229,0.686275,0.878431,0.898039
2616,18270,Hawaii Wet-Mesic Coastal Strand,-9999,-9999,-9999,71,209,204,0.278431,0.819608,0.8
2617,18280,Hawaii Subalpine Mesic Shrubland,-9999,100,-9999,209,181,140,0.819608,0.709804,0.54902
2700,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2701,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2702,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2703,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2704,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2705,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2706,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2707,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2708,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2709,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2710,10803,Inter-Mountain Basins Big Sagebrush Shrubland-Semi-Desert,100,-9999,-9999,255,190,232,1,0.745098,0.909804
2711,10804,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
